library,input,uniquely_mapped,multiple_loci,too_many_loci,percent_unmapped_too_many_mismatches,percent_unmapped_too_short
N357Barcode_712-518,1138971,1046783,74620,2061,0.81%,0.50%
N357Barcode_714-518,1185987,1039568,122213,1987,0.82%,0.94%
N357Barcode_715-518,461097,413439,37330,1459,0.87%,1.00%
N357Barcode_716-518,1550573,1419031,107406,2658,0.78%,0.54%
N357Barcode_718-518,906924,831960,56904,2722,0.80%,0.85%
N357Barcode_719-518,1645663,1497705,119921,3960,0.76%,0.66%
N357Barcode_720-518,1709212,1578985,104279,2459,0.74%,0.58%
N357Barcode_721-518,1443881,1325666,90658,3078,0.77%,0.82%
N357Barcode_722-518,1449137,1320321,98625,5729,0.78%,0.88%
N357Barcode_723-518,534391,483077,39278,1606,0.72%,1.12%
N357Barcode_724-518,1522196,1348024,140747,6581,0.77%,0.93%
N357Barcode_726-518,1752611,1607475,117324,2975,0.78%,0.55%
N357Barcode_727-518,1791354,1597832,144905,9199,0.85%,1.20%
N357Barcode_728-518,2460,2094,144,16,0.89%,7.28%
N357Barcode_729-518,1763815,1674134,62268,1866,0.72%,0.69%
N357Barcode_701-508,1634159,1472202,99788,2720,0.75%,2.86%
N357Barcode_702-508,1497809,1345520,90551,1742,0.75%,3.18%
N357Barcode_703-508,1451737,1306217,102658,3335,0.79%,1.90%
N357Barcode_704-508,1480189,1319854,105401,9898,0.80%,2.15%
N357Barcode_705-508,52002,36843,2822,160,0.74%,22.51%
N357Barcode_706-508,1407975,1261597,104476,5841,0.83%,1.60%
N357Barcode_707-508,1652375,1418596,181629,12498,0.81%,1.51%
N357Barcode_710-508,1576088,1427157,107976,5045,0.79%,1.42%
N357Barcode_711-508,22463,13839,1039,24,1.10%,32.54%
N357Barcode_712-508,165902,142271,11491,511,0.74%,6.17%
N357Barcode_714-508,1627916,1479702,106467,5161,0.80%,1.37%
N357Barcode_715-508,1600735,1452022,113849,4350,0.73%,1.15%
N357Barcode_716-508,1761751,1545664,166527,6317,0.67%,1.76%
N357Barcode_718-508,1649393,1484555,129321,3786,0.75%,1.13%
N357Barcode_719-508,1815045,1652645,125852,3841,0.74%,1.04%
N357Barcode_720-508,1710972,1579028,98126,3230,0.72%,1.04%
N357Barcode_721-508,1886458,1718121,127245,5111,0.76%,1.08%
N357Barcode_722-508,9487,2154,291,13,1.15%,72.93%
N357Barcode_723-508,30731,21159,1930,56,0.79%,23.83%
N357Barcode_724-508,1929447,1769174,126223,1568,0.74%,0.88%
N357Barcode_726-508,1581199,1429082,109629,6334,0.80%,1.45%
N357Barcode_727-508,1810750,1660916,116148,2477,0.76%,0.92%
N357Barcode_728-508,1828737,1657072,122160,7333,0.81%,1.44%
N357Barcode_729-508,1814832,1723503,62277,1691,0.66%,0.82%
N357Barcode_701-520,1716065,1564612,113993,6212,0.83%,0.98%
N357Barcode_702-520,599462,551383,37829,902,0.82%,0.71%
N357Barcode_703-520,1537083,1414667,88036,5157,0.84%,1.02%
N357Barcode_704-520,1438073,1299633,110123,3583,0.86%,0.82%
N357Barcode_705-520,1492636,1372280,92501,3842,0.78%,0.80%
N357Barcode_706-520,1375211,1277646,72086,2582,0.83%,0.79%
N357Barcode_707-520,7816,6778,597,6,0.63%,4.89%
N357Barcode_710-520,2920,2325,253,6,1.13%,10.38%
N357Barcode_711-520,1356852,1246270,88274,2517,0.82%,0.56%
N357Barcode_712-520,1616543,1497800,92259,2770,0.83%,0.59%
N357Barcode_714-520,1546703,1423164,98446,2567,0.79%,0.57%
N357Barcode_715-520,1354,1016,70,1,1.77%,17.95%
N357Barcode_716-520,1892216,1712979,143100,4615,0.79%,0.81%
N357Barcode_718-520,1725521,1557928,135036,5565,0.81%,0.68%
N357Barcode_719-520,1474,1058,158,11,0.75%,16.01%
N357Barcode_720-520,1356,1045,96,3,1.11%,14.53%
N357Barcode_721-520,1692640,1531338,133718,2862,0.81%,0.60%
N357Barcode_722-520,3106,2652,221,4,1.19%,6.18%
N357Barcode_723-520,1669491,1517800,129077,1840,0.77%,0.46%
N357Barcode_724-520,1548386,1394445,125027,3675,0.80%,0.76%
N357Barcode_726-520,1437933,1307197,103413,3741,0.81%,0.80%
N357Barcode_727-520,1661543,1523059,110248,3858,0.82%,0.61%
N357Barcode_728-520,1315810,1150750,141594,3269,0.84%,0.65%
N357Barcode_729-520,1385659,1318529,50194,1602,0.68%,0.40%
N357Barcode_701-510,1482284,1276894,163275,6793,0.89%,1.40%
N357Barcode_702-510,1204339,1108368,78974,2110,0.80%,0.42%
N357Barcode_703-510,1282707,1159201,95062,4264,0.87%,0.94%
N357Barcode_704-510,1284734,1163609,94862,3722,0.84%,0.88%
N357Barcode_705-510,1791863,1639521,119342,3806,0.74%,0.84%
N357Barcode_706-510,1284231,1180086,83786,2978,0.82%,0.52%
N357Barcode_707-510,1133279,1037220,79121,1924,0.79%,0.52%
N357Barcode_710-510,1434317,1304928,96111,4655,0.84%,1.04%
N357Barcode_711-510,1478373,1341694,101482,5797,0.89%,1.04%
N357Barcode_712-510,1273889,1148238,104331,2488,0.81%,0.64%
N357Barcode_714-510,1870703,1336637,487227,6784,0.88%,1.16%
N357Barcode_715-510,2286,1941,185,5,1.18%,5.38%
N357Barcode_716-510,7651,6719,632,12,0.82%,2.88%
N357Barcode_718-510,1342057,1213142,107240,2456,0.80%,0.61%
N357Barcode_719-510,6444,5701,485,15,1.02%,2.68%
N357Barcode_720-510,1441198,1323215,88805,4805,0.80%,0.85%
N357Barcode_721-510,1317243,1163279,125337,2170,0.87%,1.12%
N357Barcode_722-510,1483286,1309889,135855,5193,0.87%,1.26%
N357Barcode_723-510,1585398,1389244,152285,6906,0.88%,1.40%
N357Barcode_724-510,1471753,1322101,122038,2844,0.79%,0.84%
N357Barcode_726-510,1268952,1131554,112562,2229,0.83%,0.92%
N357Barcode_727-510,1650631,1454022,154873,6867,0.86%,1.17%
N357Barcode_728-510,1667502,1472168,164607,2625,0.84%,0.79%
N357Barcode_729-510,1531613,1412750,96207,2621,0.74%,0.54%
N357Barcode_701-521,126759,110207,13155,476,0.78%,1.35%
N357Barcode_702-521,1262909,1089842,145281,1329,0.85%,1.21%
N357Barcode_703-521,1324281,1193667,104212,2338,0.86%,0.90%
N357Barcode_704-521,1340814,1168353,106898,3742,0.95%,3.64%
N357Barcode_705-521,1196719,1063993,110812,1770,0.80%,0.85%
N357Barcode_706-521,1526221,1366202,129856,4059,0.86%,0.79%
N357Barcode_707-521,1327014,1185389,118225,2427,0.83%,0.74%
N357Barcode_710-521,1189962,1078917,88847,2593,0.83%,0.78%
N357Barcode_711-521,982450,873839,89892,1851,0.88%,0.79%
N357Barcode_712-521,1859626,1657689,167429,2615,0.77%,0.92%
N357Barcode_714-521,1772068,1593581,148444,3829,0.81%,0.62%
N357Barcode_715-521,416,253,34,2,2.40%,28.12%
N357Barcode_716-521,2033466,1764124,227730,6172,0.77%,0.90%
N357Barcode_718-521,1832515,1597152,199394,3537,0.80%,0.95%
N357Barcode_719-521,1862232,1600071,174591,5533,0.81%,3.55%
N357Barcode_720-521,1852979,1678732,143204,2107,0.79%,0.72%
N357Barcode_721-521,1421793,1280218,112148,3285,0.87%,0.92%
N357Barcode_722-521,1744538,1539762,155819,7434,0.90%,1.42%
N357Barcode_723-521,1112115,978155,111222,2434,0.89%,0.92%
N357Barcode_724-521,1769491,1480137,236073,11001,0.83%,1.50%
N357Barcode_726-521,1566620,1408194,119176,5576,0.84%,1.27%
N357Barcode_727-521,2248444,2023377,189761,3941,0.72%,0.64%
N357Barcode_728-521,762563,693207,53013,1908,0.91%,0.92%
N357Barcode_729-521,1988256,1804711,147989,2725,0.75%,0.88%
N357Barcode_701-511,1460882,1297975,131994,2572,0.85%,1.05%
N357Barcode_702-511,1675585,1503299,138220,3050,0.80%,0.97%
N357Barcode_703-511,1178520,1058103,98650,1403,0.86%,0.86%
N357Barcode_704-511,1086,250,46,0,0.55%,72.19%
N357Barcode_705-511,1700195,1528656,141488,2480,0.78%,0.80%
N357Barcode_706-511,1701596,1447746,187532,2555,0.88%,2.80%
N357Barcode_707-511,2098400,1845276,198245,10418,0.83%,1.24%
N357Barcode_710-511,1587535,1411360,143578,5023,0.81%,0.90%
N357Barcode_711-511,1808868,1580588,166767,11691,0.89%,1.82%
N357Barcode_712-511,1857112,1677890,143370,3875,0.80%,0.87%
N357Barcode_714-511,1768540,1488514,236069,6018,0.87%,1.25%
N357Barcode_715-511,1548205,1302479,204931,4940,0.82%,1.45%
N357Barcode_716-511,1818078,1609752,178661,2351,0.81%,0.66%
N357Barcode_718-511,1175287,1041258,104378,4366,0.88%,1.22%
N357Barcode_719-511,1811522,1611932,150675,8463,0.88%,1.29%
N357Barcode_720-511,829314,735386,77564,2002,0.84%,0.83%
N357Barcode_721-511,2145731,1895612,210044,4078,0.78%,0.85%
N357Barcode_722-511,1313633,1170428,114240,3060,0.91%,1.02%
N357Barcode_723-511,1320114,1143117,144886,3868,0.86%,1.25%
N357Barcode_724-511,1461325,1309774,126984,3380,0.82%,0.61%
N357Barcode_726-511,993020,898845,73997,1692,0.89%,0.96%
N357Barcode_727-511,2409729,2160855,194463,8749,0.76%,1.09%
N357Barcode_728-511,1254468,1121431,111736,2115,0.90%,0.57%
N357Barcode_729-511,1247941,1190585,40529,1984,0.68%,0.48%
N357Barcode_701-522,54156,38038,2356,165,0.65%,24.31%
N357Barcode_702-522,998732,909337,71189,1594,0.81%,0.81%
N357Barcode_703-522,756141,659730,74791,3524,0.96%,1.39%
N357Barcode_704-522,1276931,1126790,112781,5469,0.86%,1.57%
N357Barcode_705-522,1181316,1034662,109981,6898,0.93%,1.50%
N357Barcode_706-522,818772,718066,75220,3932,0.99%,1.59%
N357Barcode_707-522,1157017,1006776,117193,6414,0.93%,1.32%
N357Barcode_710-522,1111256,1014523,71770,2512,0.84%,1.06%
N357Barcode_711-522,3361,2359,236,13,1.34%,20.98%
N357Barcode_712-522,1112655,1002736,86090,3605,0.87%,0.90%
N357Barcode_714-522,1454455,1316400,113167,1401,0.79%,0.81%
N357Barcode_715-522,2045,1112,134,4,0.73%,37.95%
N357Barcode_716-522,1577925,1406259,126959,6683,0.87%,1.41%
N357Barcode_718-522,4122,3048,434,15,0.75%,14.36%
N357Barcode_719-522,1367300,1218420,118832,4102,0.87%,1.00%
N357Barcode_720-522,1398052,1275192,91919,5024,0.83%,0.99%
N357Barcode_721-522,1052775,918472,109875,3384,0.85%,1.12%
N357Barcode_722-522,1235155,1138153,77636,1655,0.82%,0.59%
N357Barcode_723-522,1368677,1244616,92594,5100,0.84%,1.04%
N357Barcode_724-522,949729,855991,68324,4731,0.87%,1.26%
N357Barcode_726-522,2135819,1943845,141997,9118,0.80%,1.06%
N357Barcode_727-522,1477,659,58,1,0.54%,50.85%
N357Barcode_728-522,1499247,1349088,123100,4761,0.83%,0.63%
N357Barcode_729-522,2805,2364,225,37,1.00%,4.88%
